@relation valence

@attribute id numeric
@attribute aspectlabel string
@attribute unigrams string
@attribute polarity {positive, negative, neutral}

@data
1832,DRINKS#STYLE_OPTIONS,'The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins) ',positive
1833,SERVICE#GENERAL,'The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins) ',negative
1834,RESTAURANT#PRICES,'At $120 for two people, however, this in no way represents value, unless youre looking to pay by the hour for passive-aggressive torture ',negative
1835,RESTAURANT#GENERAL,'At $120 for two people, however, this in no way represents value, unless youre looking to pay by the hour for passive-aggressive torture ',negative
1836,SERVICE#GENERAL,'At $120 for two people, however, this in no way represents value, unless youre looking to pay by the hour for passive-aggressive torture ',negative
1837,RESTAURANT#GENERAL,'On that scale, its a world-beater ',negative
1838,RESTAURANT#GENERAL,'How is this palce still open ',negative
1839,RESTAURANT#GENERAL,'I honestly dont even know where to begin ',negative
1840,RESTAURANT#GENERAL,'Everything was going good until we got our meals ',positive
1841,FOOD#QUALITY,'Everything was going good until we got our meals ',negative
1842,FOOD#STYLE_OPTIONS,'I took one look at the chicken and I was appalled ',negative
1843,FOOD#STYLE_OPTIONS,'It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes ',negative
1844,FOOD#QUALITY,'It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes ',negative
1845,SERVICE#GENERAL,'At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didnt say anything, and guess what, the waitress WALKED away ',negative
1846,FOOD#QUALITY,'So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it ',negative
1847,FOOD#STYLE_OPTIONS,'I couldnt even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach ',negative
1848,SERVICE#GENERAL,'This is where it really really gets bad: the manager said, there is absolutely nothing we can do, its a matter of taste that she didnt like it, and I cannot comp it ',negative
1849,SERVICE#GENERAL,'Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing ',negative
1850,FOOD#QUALITY,'it was really good pizza ',positive
1851,FOOD#QUALITY,'the crust was imazingly cooked well and pizza was fully loaded:):):) ',positive
1852,FOOD#STYLE_OPTIONS,'the crust was imazingly cooked well and pizza was fully loaded:):):) ',positive
1853,RESTAURANT#GENERAL,'you know what i mean all the positives things happening there made mw write this review ',positive
1854,RESTAURANT#GENERAL,'Single Worst Restaurant in Manhattan ',negative
1855,AMBIENCE#GENERAL,'Ill being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty ',positive
1856,FOOD#QUALITY,'Ill being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty ',positive
1857,FOOD#QUALITY,'Ill being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty ',positive
1858,FOOD#QUALITY,'Ill being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty ',positive
1859,RESTAURANT#MISCELLANEOUS,'The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews ',negative
1860,RESTAURANT#GENERAL,'Well they can run but they cant hide ',negative
1861,RESTAURANT#GENERAL,'How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me ',negative
1862,FOOD#QUALITY,'Great Hot Dogs ',positive
1863,FOOD#QUALITY,'The hot dogs are top notch, and theyre Slamwich is amazing ',positive
1864,FOOD#QUALITY,'The hot dogs are top notch, and theyre Slamwich is amazing ',positive
1865,RESTAURANT#GENERAL,'Going to Bark is always worth the train ride, and will make your tongue and belly very happy ',positive
1866,FOOD#QUALITY,'Going to Bark is always worth the train ride, and will make your tongue and belly very happy ',positive
1867,FOOD#PRICES,'Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu ',negative
1868,RESTAURANT#GENERAL,'But nonetheless--great spot, great food ',positive
1869,FOOD#QUALITY,'But nonetheless--great spot, great food ',positive
1870,FOOD#QUALITY,'Fabulous food - if the front of house staff dont put you off ',positive
1871,SERVICE#GENERAL,'Fabulous food - if the front of house staff dont put you off ',negative
1872,SERVICE#GENERAL,'So, if youre walking by and thinking about dining, you might want to see whos going to be seating you first ',negative
1873,SERVICE#GENERAL,'Maitre-D-Eat and get out ',negative
1874,FOOD#QUALITY,'I had the Lamb special which was perfect ',positive
1875,FOOD#QUALITY,'My father had the flank steak which was very good, and my mother had the swordfish ',positive
1876,RESTAURANT#GENERAL,'The Four Seasons restaurant is a great experience ',positive
1877,FOOD#QUALITY,'The food is great and the environment is even better ',positive
1878,AMBIENCE#GENERAL,'The food is great and the environment is even better ',positive
1879,RESTAURANT#GENERAL,'Everyone must come here at least once ',positive
1880,RESTAURANT#GENERAL,'Highly recommend it ',positive
1881,FOOD#QUALITY,'Taking Hot Dogs to the next level ',positive
1882,RESTAURANT#PRICES,'At first glance this place seems a bit pricey for a hot dog joint, but at Bark you dont just get your average hot dog ',negative
1883,FOOD#QUALITY,'At first glance this place seems a bit pricey for a hot dog joint, but at Bark you dont just get your average hot dog ',positive
1884,FOOD#QUALITY,'Here the hot dog is elevated to the level of a real entree with numerous variations available ',positive
1885,FOOD#STYLE_OPTIONS,'Here the hot dog is elevated to the level of a real entree with numerous variations available ',positive
1886,AMBIENCE#GENERAL,'Great Atmosphere ',positive
1887,AMBIENCE#GENERAL,'Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night ',positive
1888,AMBIENCE#GENERAL,'Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night ',positive
1889,AMBIENCE#GENERAL,'Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night ',negative
1890,SERVICE#GENERAL,'Poor service and management ',negative
1891,SERVICE#GENERAL,'Poor service and management ',negative
1892,RESTAURANT#GENERAL,'Dont go to this place ',negative
1893,RESTAURANT#GENERAL,'Had an awful experience at Casa la Femme on a Saturday dinner ',negative
1894,SERVICE#GENERAL,'Appetizers took nearly an hour ',negative
1895,SERVICE#GENERAL,'When the main course finally arrived (another 45mins) half of our order was missing ',negative
1896,SERVICE#GENERAL,'Never got an explanation as to what was going on ',negative
1897,SERVICE#GENERAL,'The manager was rude and handled the situation extremely poorly ',negative
1898,SERVICE#GENERAL,'When we threatened to leave, we were offered a meager discount even though half the order was missing ',negative
1899,SERVICE#GENERAL,'On the way out, we heard of other guests complaining about similar issues ',negative
1900,RESTAURANT#PRICES,'Cant believe how an expensive NYC restaurant can be so disrespectful to its clients ',negative
1901,SERVICE#GENERAL,'Cant believe how an expensive NYC restaurant can be so disrespectful to its clients ',negative
1902,RESTAURANT#GENERAL,'What a hassle ',negative
1903,FOOD#QUALITY,'The food is very good, but not outstanding ',neutral
1904,SERVICE#GENERAL,'There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table ',negative
1905,FOOD#QUALITY,'There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table ',negative
1906,SERVICE#GENERAL,'There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table ',negative
1907,SERVICE#GENERAL,'On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table ',negative
1908,SERVICE#GENERAL,'Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine but not the grunt that we received from the Al Di La staff ',negative
1909,SERVICE#GENERAL,'So rude ',negative
1910,RESTAURANT#GENERAL,'I was one of the people that went for this horrible experience ',negative
1911,SERVICE#GENERAL,'The only thing that my friend left out is that when we sat down at the bar the bartender disappeared ',negative
1912,SERVICE#GENERAL,'I asked for a menu and the same waitress looked at my like I was insane ',negative
1913,SERVICE#GENERAL,'I was shocked that my friends wanted to stay after the waitress said, can I help you and how many are in your party  ',negative
1914,SERVICE#GENERAL,'bad staff ',negative
1915,RESTAURANT#GENERAL,'I generally like this place ',positive
1916,FOOD#QUALITY,'The food is good ',positive
1917,AMBIENCE#GENERAL,'The design of the space is good ',positive
1918,SERVICE#GENERAL,'But the service is HORRID ',negative
1919,SERVICE#GENERAL,'I was there for brunch recently, and we were tag teamed by a waitress and a waiter ',negative
1920,SERVICE#GENERAL,'I was there for brunch recently, and we were tag teamed by a waitress and a waiter ',negative
1921,SERVICE#GENERAL,'The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand ',negative
1922,SERVICE#GENERAL,'I cant believe that it was, but please put the bag down before delivering food ',negative
1923,SERVICE#GENERAL,'The waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it) ',negative
1924,SERVICE#GENERAL,'I couldnt ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table ',negative
1925,SERVICE#GENERAL,'She then put the check down without asking if we were done, and came to check on the bill every two minutes, even though we were one of three occupied tables ',negative
1926,RESTAURANT#GENERAL,'I wish I could like this place more, and I wish someone would retrain the staff ',negative
1927,SERVICE#GENERAL,'I wish I could like this place more, and I wish someone would retrain the staff ',negative
