@relation restaurant#miscellaneous

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute feature_appearance_of_type1 numeric
@attribute feature_appearance_of_type2 numeric
@attribute feature_appearance_of_type3 numeric
@attribute feature_appearance_of_type4 numeric
@attribute feature_appearance_of_type5 numeric
@attribute feature_appearance_of_type6 numeric
@attribute feature_appearance_of_type7 numeric
@attribute feature_appearance_of_type8 numeric
@attribute feature_appearance_of_type9 numeric
@attribute feature_appearance_of_type10 numeric
@attribute feature_appearance_of_type11 numeric
@attribute feature_appearance_of_type12 numeric
@attribute aspecttype {true, false}

@data
13946,'wasnt restaurant had major bragging points hand, its repulsive. ','restaurant have major bragging point ',' NN VBD JJ NN NNS    ','wasnt_restaurant restaurant_had had_major major_bragging bragging_points points_hand, hand,_its its_repulsive. ',3,1,2,0,6,0,0,0,0,4,3,0,false
13958,'Eat own risk. ','eat own ','VB JJ  ','Eat_own own_risk. ',0,0,0,0,0,0,0,0,0,0,0,0,false
13970,'Gorgeous place ideal romantic dinner ','gorgeous place ideal romantic dinner ','JJ NN NN JJ NN ','Gorgeous_place place_ideal ideal_romantic romantic_dinner ',1,1,1,0,1,0,0,0,0,2,1,0,true
13982,'service was spectacular waiter knew everything menu recommendations were amazing! ','service be spectacular waiter know everything menu recommendation be ','NN VBD JJ NN VBD NN NN NNS VBD  ','service_was was_spectacular spectacular_waiter waiter_knew knew_everything everything_menu menu_recommendations recommendations_were were_amazing! ',3,2,1,1,8,3,1,1,1,2,6,1,false
13994,'recommend Casa La Femme special occasion impress date. ','recommend casa la femme special occasion impress ','VBP NNP NNP NNP JJ NN VB  ','recommend_Casa Casa_La La_Femme Femme_special special_occasion occasion_impress impress_date. ',2,0,1,0,4,0,0,0,0,1,1,0,true
14006,'More Williamsburg Garbage ','more williamsburg garbage ','JJR NNP NNP ','More_Williamsburg Williamsburg_Garbage ',1,0,0,0,0,0,0,0,0,0,0,0,false
14018,'dishes came minutes apart. ','dish come minute ','NNS VBD NNS  ','dishes_came came_minutes minutes_apart. ',1,1,1,1,3,1,1,1,1,1,2,1,false
14030,'bibimbap was average, stone bowl wasnt close sizzling. ','bibimbap be stone bowl close ','NN VBD  NN NN  JJ  ','bibimbap_was was_average, average,_stone stone_bowl bowl_wasnt wasnt_close close_sizzling. ',2,1,1,1,5,1,1,1,1,1,3,1,false
14042,'bad had paid extra $2 stone bowl. ','bad have pay extra stone ','JJ VBD VBN JJ  NN  ','bad_had had_paid paid_extra extra_$2 $2_stone stone_bowl. ',2,1,1,1,3,1,1,1,1,1,3,1,false
14054,'nakgi-bokum was horrible. ','be ',' VBD  ','nakgi-bokum_was was_horrible. ',1,1,1,1,1,1,1,1,1,1,1,1,false
14066,'worst stir-fried squid Ive tasted. ','bad squid ','JJS  NNS   ','worst_stir-fried stir-fried_squid squid_Ive Ive_tasted. ',1,1,1,1,4,1,1,1,1,1,1,1,false
14078,'sauce tasted Chinese fast food decent Korean. ','sauce taste chinese fast food decent ','NN VBD JJ JJ NN JJ  ','sauce_tasted tasted_Chinese Chinese_fast fast_food food_decent decent_Korean. ',3,2,2,2,6,2,1,1,1,3,4,1,false
14090,'side dishes were passable, did get refill request. ','side dish be do get refill ','NN NNS VBD  VBD VB NN  ','side_dishes dishes_were were_passable, passable,_did did_get get_refill refill_request. ',2,1,1,1,4,1,1,1,1,1,2,1,false
14102,'real problem had place was complete lack service. ','real problem have place be complete lack ','JJ NN VBD NN VBD JJ NN  ','real_problem problem_had had_place place_was was_complete complete_lack lack_service. ',3,3,3,1,6,2,1,1,1,4,6,1,false
14114,'comment food, apology acknowledgment was made. ','comment apology acknowledgment be ','NN  NN NN VBD  ','comment_food, food,_apology apology_acknowledgment acknowledgment_was was_made. ',3,3,1,2,4,2,1,1,1,3,4,1,false
14126,'wife had touched mess dish. ','wife have touch mess ','NN VBD VBN NN  ','wife_had had_touched touched_mess mess_dish. ',0,0,0,0,1,0,0,0,0,0,0,0,false
14138,'were charged full price. ','be charge full ','VBD VBN JJ  ','were_charged charged_full full_price. ',0,1,0,1,1,0,0,0,0,0,1,0,false
14150,'Lives hype ','live hype ','VBZ NN ','Lives_hype ',1,1,1,1,1,1,1,1,1,1,1,1,false
14162,'farro salad mashed yukon potatoes were tasty. ','farro salad mashed yukon potato be ','JJ NN JJ NN NNS VBD  ','farro_salad salad_mashed mashed_yukon yukon_potatoes potatoes_were were_tasty. ',1,1,1,1,4,1,1,1,1,1,1,1,false
14174,'love pizza  looove east village pizza ','love pizza looove east village pizza ','VBP NN  VBP NN NN NN ','love_pizza pizza_ _looove looove_east east_village village_pizza ',2,0,0,0,1,0,0,0,0,0,0,0,false
14186,'Love place, time are city is places go. ','love time be city be place ','VB  NN VBP NN VBZ NNS  ','Love_place, place,_time time_are are_city city_is is_places places_go. ',11,2,4,1,8,1,1,1,1,3,6,1,false
14198,'quintessential slice NYC pizza. ','quintessential slice nyc ','JJ NN NNP  ','quintessential_slice slice_NYC NYC_pizza. ',0,0,0,0,2,0,0,0,0,0,0,0,false
14210,'crust has great bite good chew, sauce is light nice acidity it, salt cheese is great, heightens flavor other components. ','crust have great bite good sauce be light nice acidity salt cheese be heighten flavor other ','NN VBZ JJ NN JJ  NN VBZ JJ JJ NN  NN NN VBZ  VBZ NN JJ  ','crust_has has_great great_bite bite_good good_chew, chew,_sauce sauce_is is_light light_nice nice_acidity acidity_it, it,_salt salt_cheese cheese_is is_great, great,_heightens heightens_flavor flavor_other other_components. ',7,3,2,3,12,4,2,2,3,5,7,2,false
14222,'like margherita pizza better, are good. ','like margherita pizza be ','VBP NN NN  VBP  ','like_margherita margherita_pizza pizza_better, better,_are are_good. ',3,2,2,2,7,2,1,1,2,3,4,1,false
14234,'Romantic Restaurant City ','romantic restaurant city ','JJ NNP NNP ','Romantic_Restaurant Restaurant_City ',2,2,2,1,2,1,1,1,1,3,2,1,false
14246,'is favorite modern Japanese brasserie (that dont serve sushi), opinion, romantic restaurants city! ','be favorite modern japanese brasserie serve romantic restaurant ','VBZ JJ JJ JJ NN   VB   JJ NNS  ','is_favorite favorite_modern modern_Japanese Japanese_brasserie brasserie_(that (that_dont dont_serve serve_sushi), sushi),_opinion, opinion,_romantic romantic_restaurants restaurants_city! ',7,2,3,1,8,1,1,1,1,5,5,1,false
14258,'is adventure getting hidden spot, enter unmarked wooden doors, zen intimate d?cor make feel youre city. ','be adventure get hide enter unmarked wooden zen intimate d?cor make feel ','VBZ NN VBG VBN  VBP JJ JJ  NNS JJ NN VB VB   ','is_adventure adventure_getting getting_hidden hidden_spot, spot,_enter enter_unmarked unmarked_wooden wooden_doors, doors,_zen zen_intimate intimate_d?cor d?cor_make make_feel feel_youre youre_city. ',7,2,3,1,7,1,1,1,1,6,7,1,false
14270,'youre planning come here, make sure date is someone like youll be ushered private booths be people food watching (choose ones ground level have glass ceilings see stars sky!) ','plan come make sure date be someone like be usher private booth be people food watch #crd# ground level have glass ceiling see star ',' VBG VB  VB JJ NN VBZ NN VBP  VB VBN JJ NNS VB NNS NN VBG  NNS NN NN VBP NN NNS VB NNS  ','youre_planning planning_come come_here, here,_make make_sure sure_date date_is is_someone someone_like like_youll youll_be be_ushered ushered_private private_booths booths_be be_people people_food food_watching watching_(choose (choose_ones ones_ground ground_level level_have have_glass glass_ceilings ceilings_see see_stars stars_sky!) ',8,3,2,2,10,2,1,1,1,7,8,1,false
14282,'Its date occasional cute excuse me waiter opens little curtain booth! ','date occasional cute waiter open little curtain ',' NN JJ JJ   NN VBZ JJ NN  ','Its_date date_occasional occasional_cute cute_excuse excuse_me me_waiter waiter_opens opens_little little_curtain curtain_booth! ',4,1,1,1,4,1,1,1,1,5,5,1,false
14294,'party had BBE $29 fixe prix menu, was wonderful deal came flight sake! ','party have bbe fixe prix be wonderful deal come flight ','NN VBD NNP  NN NN  VBD JJ NN VBD NN  ','party_had had_BBE BBE_$29 $29_fixe fixe_prix prix_menu, menu,_was was_wonderful wonderful_deal deal_came came_flight flight_sake! ',1,1,1,1,3,2,1,1,1,1,2,1,false
14306,'picked Grilled Black Cod entree, devoured someone commented Grilled Salmon dish was better. ','pick grilled black cod devour someone comment grilled salmon dish be ','VBD NNP NNP NNP  VBD NN VBD NNP NNP NN VBD  ','picked_Grilled Grilled_Black Black_Cod Cod_entree, entree,_devoured devoured_someone someone_commented commented_Grilled Grilled_Salmon Salmon_dish dish_was was_better. ',2,1,1,1,3,1,1,1,1,1,2,1,false
14318,'was great company (I had friends visiting Philly  yes, was date time) super reasonable price point, cant say enough good things brasserie. ','be great company have friend visit philly be date super reasonable price say enough good thing ','VBD JJ NN  VBD NNS VBG NNP   VBD NN  JJ JJ NN   VB JJ JJ NNS  ','was_great great_company company_(I (I_had had_friends friends_visiting visiting_Philly Philly_ _yes, yes,_was was_date date_time) time)_super super_reasonable reasonable_price price_point, point,_cant cant_say say_enough enough_good good_things things_brasserie. ',10,4,4,4,8,3,2,2,3,5,9,2,false
14330,'dont visit same establishment once, twice, Ill come Zenkichi quiet, unhurried memorable dinner. ','visit same establishment come zenkichi unhurried memorable ',' VB JJ NN    VB VB  JJ JJ  ','dont_visit visit_same same_establishment establishment_once, once,_twice, twice,_Ill Ill_come come_Zenkichi Zenkichi_quiet, quiet,_unhurried unhurried_memorable memorable_dinner. ',6,1,2,1,4,1,1,1,1,2,3,1,false
14342,'Terrible be compliment! ','terrible be ','JJ VB  ','Terrible_be be_compliment! ',1,0,0,0,1,0,0,0,0,1,1,0,false
14354,'service leaves much be desired, feeling are rushed place order, being ignored rest night. ','service leave much be feel be rush place be ignore rest ','NN VBZ JJ VB  VBG VBP VBN NN  VBG VBN NN  ','service_leaves leaves_much much_be be_desired, desired,_feeling feeling_are are_rushed rushed_place place_order, order,_being being_ignored ignored_rest rest_night. ',3,3,3,1,6,2,1,1,1,5,7,1,false
14366,'Stay ','stay ','VB ','',1,0,0,0,1,0,0,0,0,0,0,0,false
14378,'Great Shabu Shabu ','great shabu shabu ','JJ NNP NNP ','Great_Shabu Shabu_Shabu ',2,1,1,1,2,1,1,1,1,1,2,1,false
14390,'tried couple other dishes wasnt impressed. ','try couple other dish ','VBD NN JJ NNS   ','tried_couple couple_other other_dishes dishes_wasnt wasnt_impressed. ',1,1,1,1,5,1,1,1,1,1,1,1,false
14402,'Shabu Shabu, wont find better NY. ','shabu find good ','NNP   VB JJR  ','Shabu_Shabu, Shabu,_wont wont_find find_better better_NY. ',2,1,1,1,3,1,1,1,1,1,1,1,false
14414,'Dokebi gives Williamsburg right one-two punch classic Korean food fusion twists pork belly tacos. ','dokebi give williamsburg right punch classic korean food fusion twist pork belly ','NNP VBZ NNP JJ  NN JJ JJ NN NN NNS NN NN  ','Dokebi_gives gives_Williamsburg Williamsburg_right right_one-two one-two_punch punch_classic classic_Korean Korean_food food_fusion fusion_twists twists_pork pork_belly belly_tacos. ',5,2,2,2,6,2,1,1,1,3,4,1,false
14426,'hot dogs are good, yes, reason get is fantastic pork croquette sandwich, perfect supermarket squishy bun. ','hot dog be reason get be fantastic pork croquette perfect supermarket squishy ','JJ NNS VBP   NN VB VBZ JJ NN NN  JJ NN NN  ','hot_dogs dogs_are are_good, good,_yes, yes,_reason reason_get get_is is_fantastic fantastic_pork pork_croquette croquette_sandwich, sandwich,_perfect perfect_supermarket supermarket_squishy squishy_bun. ',3,2,1,2,9,2,1,1,2,2,3,1,false
14438,'Restaurant view ','restaurant view ','NN NN ','Restaurant_view ',1,1,1,0,1,0,0,0,0,1,1,1,false
14450,'Price is high food is good, come again. ','price be high food be come ','NN VBZ JJ NN VBZ  VB  ','Price_is is_high high_food food_is is_good, good,_come come_again. ',7,4,1,4,8,3,1,1,2,5,5,1,false
14462,'place doesnt make sense ','place make sense ','NN  VB NN ','place_doesnt doesnt_make make_sense ',3,1,2,0,3,0,0,0,0,3,3,0,false
14474,'want warn dont waste time money. ','want warn waste time ','VB VB  VB NN  ','want_warn warn_dont dont_waste waste_time time_money. ',4,0,1,0,3,0,0,0,0,1,3,0,false
14486,'place has weird decor, stairs going mirrored walls am surprised one broke head fall stairs mirrored walls make dizzy delusional. ','place have weird stair go mirror wall be surprised #crd# break head fall stair mirror wall make dizzy ','NN VBZ JJ  NNS VBG VBN NNS VBP JJ NN VBD NN VB NNS VBN NNS VBP JJ  ','place_has has_weird weird_decor, decor,_stairs stairs_going going_mirrored mirrored_walls walls_am am_surprised surprised_one one_broke broke_head head_fall fall_stairs stairs_mirrored mirrored_walls walls_make make_dizzy dizzy_delusional. ',6,2,3,1,7,1,1,1,1,5,6,1,false
14498,'place is inviting food is weird. ','place be invite food be ','NN VBZ VBG NN VBZ  ','place_is is_inviting inviting_food food_is is_weird. ',4,3,3,2,5,2,1,1,1,4,4,1,false
14510,'concept japanese tapas is created doesnt work. ','concept japanese tapa be create ','NN NNS NNS VBZ VBN   ','concept_japanese japanese_tapas tapas_is is_created created_doesnt doesnt_work. ',1,1,1,1,3,1,1,1,1,1,1,1,false
14522,'food serve is comforting, appetizing uncooked. ','food serve be appetizing ','NN VBP VBZ  VBG  ','food_serve serve_is is_comforting, comforting,_appetizing appetizing_uncooked. ',2,2,1,2,5,2,1,1,1,2,3,1,false
14534,'food was great tasty, sitting space was small, dont like being cramp corner. ','food be great sit space be like be cramp ','NN VBD JJ  VBG NN VBD   VB VBG VBN  ','food_was was_great great_tasty, tasty,_sitting sitting_space space_was was_small, small,_dont dont_like like_being being_cramp cramp_corner. ',6,3,3,3,10,4,2,2,2,6,6,2,false
14546,'was nice romantic place ','be nice romantic place ','VBD JJ JJ NN ','was_nice nice_romantic romantic_place ',2,1,1,0,2,1,0,0,0,3,2,0,false
14558,'waitress wasnt mean, warm attentive either. ','waitress warm attentive ','NN   JJ JJ  ','waitress_wasnt wasnt_mean, mean,_warm warm_attentive attentive_either. ',2,1,2,1,5,1,1,1,1,1,4,1,false
14570,'say am surprised bad reviews restaurant year, though. ','say be surprise bad review restaurant ','VB VBP VBN JJ NNS NN   ','say_am am_surprised surprised_bad bad_reviews reviews_restaurant restaurant_year, year,_though. ',4,2,2,1,5,1,1,1,1,2,4,2,false
14582,'Poor ','poor ','NNP ','',0,0,0,0,0,0,0,0,0,0,0,0,false
14594,'was, start finish, mind-bogglingly uncomfortable experience. ','start uncomfortable ',' NN   JJ  ','was,_start start_finish, finish,_mind-bogglingly mind-bogglingly_uncomfortable uncomfortable_experience. ',3,0,1,0,1,0,0,0,0,1,2,0,false
14606,'Lexicographers take note: new fascinating definition rudeness is alive flourishing Brooklyn. ','lexicographer take new fascinating definition rudeness be alive flourish ','NNS VB  JJ JJ NN NN VBZ JJ VBG  ','Lexicographers_take take_note: note:_new new_fascinating fascinating_definition definition_rudeness rudeness_is is_alive alive_flourishing flourishing_Brooklyn. ',0,0,0,0,1,0,0,0,0,0,0,0,false
14618,'servers Flatbush Farm appear have perfected ghastly technique making feel guilty ashamed deigning attract attention. ','server flatbush farm appear have perfect ghastly technique make feel guilty ashamed deign attract ','NNS NNP NNP VBP VB VBN JJ NN VBG VB JJ JJ VBG VB  ','servers_Flatbush Flatbush_Farm Farm_appear appear_have have_perfected perfected_ghastly ghastly_technique technique_making making_feel feel_guilty guilty_ashamed ashamed_deigning deigning_attract attract_attention. ',1,1,1,1,3,1,1,1,1,2,2,1,false
14630,'Polite acknowledgement is out; ','polite acknowledgement be ','JJ NN VBZ  ','Polite_acknowledgement acknowledgement_is is_out; ',0,0,0,0,0,0,0,0,0,0,0,0,false
14642,'supercilious scorn is in. ','supercilious scorn be ','JJ NN VBZ  ','supercilious_scorn scorn_is is_in. ',0,0,0,0,0,0,0,0,0,0,0,0,false
14654,'many times pick same aligned set napkins, inspect plonk same place venturing glance people are help make rent? ','many time pick same align set inspect plonk same place venture glance people be help make ','JJ NNS VB JJ VBN NN  VB VB JJ NN VBG NN NNS VBP VB VB  ','many_times times_pick pick_same same_aligned aligned_set set_napkins, napkins,_inspect inspect_plonk plonk_same same_place place_venturing venturing_glance glance_people people_are are_help help_make make_rent? ',5,2,3,1,5,1,1,1,1,3,6,1,false
14666,'different server enhanced fun, dumping entrees front appetizer (which was delicious). ','different server enhance dump entree front appetizer be ','JJ NN VBD  VBG NNS NN NN  VBD  ','different_server server_enhanced enhanced_fun, fun,_dumping dumping_entrees entrees_front front_appetizer appetizer_(which (which_was was_delicious). ',3,1,1,1,5,1,1,1,1,2,3,1,false
14678,'food quality was good, hear salmon is better hasnt sat cooling front guest. ','food quality be hear salmon be good sit cool front ','NN NN VBD  VBP NN VBZ JJR  VBD VBG NN  ','food_quality quality_was was_good, good,_hear hear_salmon salmon_is is_better better_hasnt hasnt_sat sat_cooling cooling_front front_guest. ',3,3,1,3,9,3,1,1,2,4,6,1,false
14690,'place has nice fit-out, attractive furnishings and, tell, reasonable wine list (I was given food menu asked carte des vins) ','place have nice attractive furnishing reasonable wine list be give food menu ask carte d ','NN VBZ JJ  JJ NNS   JJ NN NN  VBD VBN NN NN VBD NN NNS  ','place_has has_nice nice_fit-out, fit-out,_attractive attractive_furnishings furnishings_and, and,_tell, tell,_reasonable reasonable_wine wine_list list_(I (I_was was_given given_food food_menu menu_asked asked_carte carte_des des_vins) ',5,3,2,2,7,4,2,2,3,4,7,1,false
14702,'$120 people, however, way represents value, youre looking pay hour passive-aggressive torture. ','way represent look pay hour ','   NN VBZ   VBG VB NN   ','$120_people, people,_however, however,_way way_represents represents_value, value,_youre youre_looking looking_pay pay_hour hour_passive-aggressive passive-aggressive_torture. ',3,2,2,1,5,1,1,1,1,3,4,1,false
